device_id,latitude,longitude,timestamp
DEV-43814e2e21ff,18.482001,73.889898,2026-09-08 00:06:23
DEV-ea8055b19015,18.467595,73.916222,2026-09-08 00:06:23
DEV-b439bb007779,18.477039,73.741521,2026-09-08 00:06:25
DEV-6da0cb244aa8,18.500304,73.937919,2026-09-08 00:06:33
DEV-f7707a970f4e,18.548598,73.745424,2026-09-08 00:06:42
DEV-178c90ed52ea,18.534318,73.804221,2026-09-08 00:06:55
DEV-e993ff9d3ec8,18.577795,73.897538,2026-09-08 00:06:55
DEV-c51c8e7b3543,18.576398,73.923636,2026-09-08 00:06:56
DEV-05322fbf04da,18.576973,73.779022,2026-09-08 00:06:59
DEV-ba9d474af96d,18.609227,73.859306,2026-09-08 00:07:26
DEV-390bbe105b37,18.527942,73.801868,2026-09-08 00:07:29
DEV-6db4ccfec1dc,18.606979,73.922196,2026-09-08 00:07:31
DEV-2b0dfbb4665d,18.465998,73.966712,2026-09-08 00:07:37
DEV-d15bf57b0444,18.452809,73.938171,2026-09-08 00:07:43
DEV-7d66354c686b,18.456036,73.838129,2026-09-08 00:07:45
DEV-f5aa4342c046,18.452518,73.862538,2026-09-08 00:07:45
DEV-b3642f7f2ecd,18.522217,73.972497,2026-09-08 00:07:47
DEV-0447744d273b,18.475826,73.741774,2026-09-08 00:08:02
DEV-a84e9f3fd13d,18.45,73.931448,2026-09-08 00:08:02
DEV-5ad4e8a837a7,18.58271,73.766594,2026-09-08 00:08:09
DEV-bf18598bc191,18.493865,73.80218,2026-09-08 00:08:14
DEV-3aedddf34d49,18.511388,73.810074,2026-09-08 00:08:14
DEV-76eebf3568fb,18.541437,73.783252,2026-09-08 00:08:15
DEV-2c25264196ca,18.492485,73.848031,2026-09-08 00:08:17
DEV-6572b68a70ef,18.562313,73.757347,2026-09-08 00:08:22
DEV-7e9f46e6b227,18.525295,73.963224,2026-09-08 00:08:22
DEV-cfe609c3500c,18.572983,73.936855,2026-09-08 00:08:29
DEV-c56febc4d0f7,18.471314,73.883691,2026-09-08 00:08:29
DEV-2e12785d436d,18.48366,73.838842,2026-09-08 00:08:40
DEV-24797a9f5293,18.504452,73.751946,2026-09-08 00:08:45
DEV-8ce81410475f,18.517315,73.771235,2026-09-08 00:08:51
DEV-186edf0096ce,18.610247,73.742325,2026-09-08 00:08:54
DEV-f6f8564fd0b3,18.490003,73.90261,2026-09-08 00:08:57
DEV-657f0af6b0a1,18.584284,73.920604,2026-09-08 00:08:57
DEV-4b2177e0f7a3,18.56187,73.857751,2026-09-08 00:09:01
DEV-d03b0441401f,18.467773,73.965143,2026-09-08 00:09:07
DEV-8e9035a089b1,18.588808,73.976712,2026-09-08 00:09:29
DEV-92cc57955492,18.535619,73.928377,2026-09-08 00:09:41
DEV-cd80791728ca,18.617652,73.953658,2026-09-08 00:09:46
DEV-55ad01291b29,18.528146,73.835644,2026-09-08 00:09:55
DEV-984cbd76e767,18.551879,73.898795,2026-09-08 00:10:05
DEV-636151c64062,18.569206,73.82161,2026-09-08 00:10:08
DEV-4ae5845861ae,18.62,73.81953,2026-09-08 00:10:20
DEV-a49ee67712c3,18.571975,73.803203,2026-09-08 00:10:25
DEV-cf462dade6da,18.51804,73.891819,2026-09-08 00:10:36
DEV-5f9cbd77da98,18.511421,73.881542,2026-09-08 00:10:36
DEV-437a6f5ceae8,18.494162,73.918777,2026-09-08 00:10:38
DEV-1add5ac0bda3,18.532035,73.925844,2026-09-08 00:10:42
DEV-31555c92d3e8,18.482472,73.957706,2026-09-08 00:10:43
DEV-62066971edb6,18.451793,73.882178,2026-09-08 00:10:55
DEV-ba6ff8a5c6d7,18.583847,73.97325,2026-09-08 00:11:00
DEV-8cc0c307eaca,18.549892,73.911502,2026-09-08 00:11:14
DEV-2e72fee649f8,18.619097,73.758294,2026-09-08 00:11:38
DEV-e3273f8768ca,18.589469,73.896167,2026-09-08 00:11:46
DEV-a58a37ceedc9,18.610833,73.870773,2026-09-08 00:11:48
DEV-1190e0795442,18.469972,73.774031,2026-09-08 00:11:55
DEV-8ece3edda621,18.516269,73.772695,2026-09-08 00:11:56
DEV-7d1d47210820,18.485187,73.858311,2026-09-08 00:11:58
DEV-769648bbd79b,18.527685,73.952175,2026-09-08 00:11:59
DEV-a82c974b1512,18.52424,73.876628,2026-09-08 00:12:06
DEV-7775a8441e2b,18.607786,73.778735,2026-09-08 00:12:11
DEV-8344013a9276,18.51268,73.923982,2026-09-08 00:12:32
DEV-443dae0cb758,18.590811,73.919766,2026-09-08 00:12:38
DEV-b4b3b2e09a5a,18.547239,73.743812,2026-09-08 00:12:39
DEV-40a0b37c6770,18.486483,73.869222,2026-09-08 00:13:00
DEV-dc1923ea5cb4,18.541478,73.810483,2026-09-08 00:13:00
DEV-89136c21b3fd,18.611112,73.79151,2026-09-08 00:13:10
DEV-f9652d8d9c94,18.45598,73.752392,2026-09-08 00:13:22
DEV-8117f2bb23c6,18.477868,73.908627,2026-09-08 00:13:22
DEV-37ebceef0d94,18.602203,73.795878,2026-09-08 00:13:26
DEV-97edba2c040d,18.542879,73.818563,2026-09-08 00:13:31
DEV-79fbf562b470,18.578657,73.788861,2026-09-08 00:13:31
DEV-0659252d2feb,18.538661,73.77492,2026-09-08 00:13:33
DEV-997c01048197,18.561268,73.74,2026-09-08 00:13:34
DEV-58b72bea1f6a,18.541846,73.832974,2026-09-08 00:13:38
DEV-e6924acd2f02,18.576235,73.782008,2026-09-08 00:13:41
DEV-c54c1a0c2c8c,18.585636,73.961167,2026-09-08 00:13:54
DEV-245715c12fbe,18.60659,73.751139,2026-09-08 00:13:56
DEV-cc0967aa6ff1,18.485627,73.929843,2026-09-08 00:14:01
DEV-4aa81c045422,18.601649,73.7407,2026-09-08 00:14:03
DEV-eb817a4777da,18.558405,73.875614,2026-09-08 00:14:04
DEV-5c0f8614b12c,18.45,73.825234,2026-09-08 00:14:05
DEV-c39ff316ecb0,18.542101,73.901904,2026-09-08 00:14:07
DEV-1dd23d20d8dd,18.482481,73.783681,2026-09-08 00:14:12
DEV-3d12db8ec6fd,18.482189,73.970271,2026-09-08 00:14:12
DEV-40a337d823ee,18.606886,73.941469,2026-09-08 00:14:16
DEV-d1c1f67d2179,18.476182,73.75335,2026-09-08 00:14:18
DEV-0d33b1ad67c4,18.582121,73.942695,2026-09-08 00:14:23
DEV-8e7c63d63dde,18.453387,73.857607,2026-09-08 00:14:24
DEV-bc6457625713,18.54968,73.810793,2026-09-08 00:14:28
DEV-af8eb9d355aa,18.55344,73.772857,2026-09-08 00:14:55
DEV-27198b31b6a0,18.525196,73.7546,2026-09-08 00:15:01
DEV-f22028b7eb06,18.503799,73.929968,2026-09-08 00:15:06
DEV-f91ca3733ba4,18.520512,73.825744,2026-09-08 00:15:10
DEV-8f4bc35167c6,18.472339,73.761678,2026-09-08 00:15:17
DEV-5222714c0e70,18.500933,73.86649,2026-09-08 00:15:20
DEV-c82443375cde,18.537517,73.978525,2026-09-08 00:15:25
DEV-587e4a7c5d93,18.596635,73.948128,2026-09-08 00:15:31
DEV-e586aaa12fc4,18.483101,73.899605,2026-09-08 00:15:34
DEV-d0912720a101,18.608919,73.886301,2026-09-08 00:15:50
DEV-ad2e1a4bee18,18.45838,73.94102,2026-09-08 00:15:52
DEV-6fc991a0da63,18.457037,73.865294,2026-09-08 00:15:59
DEV-de62409ed9d8,18.526035,73.837351,2026-09-08 00:16:03
DEV-52f8de4b7c19,18.585957,73.976191,2026-09-08 00:16:04
DEV-2610f8a2682b,18.60182,73.820624,2026-09-08 00:16:06
DEV-abcbe9e7ad95,18.564691,73.786513,2026-09-08 00:16:15
DEV-3779c5f5fc37,18.504749,73.890047,2026-09-08 00:16:21
DEV-d367c62ce848,18.596386,73.74,2026-09-08 00:16:29
DEV-b15349cd88f5,18.536666,73.95612,2026-09-08 00:16:32
DEV-c695d77041a5,18.554052,73.978971,2026-09-08 00:16:37
DEV-ffed14751d0b,18.491236,73.970818,2026-09-08 00:16:46
DEV-4750403bed93,18.599649,73.810214,2026-09-08 00:16:48
DEV-2b7c55661df9,18.608076,73.93047,2026-09-08 00:16:50
DEV-fb1655791f58,18.613741,73.942095,2026-09-08 00:16:55
DEV-725b49b4dde4,18.608533,73.831427,2026-09-08 00:16:59
DEV-3b8b4b1cefcd,18.537003,73.767406,2026-09-08 00:17:03
DEV-ea4cfa5c991f,18.482358,73.851639,2026-09-08 00:17:08
DEV-70426f862d4a,18.576043,73.796895,2026-09-08 00:17:11
DEV-841cc3b63d6d,18.563035,73.861968,2026-09-08 00:17:11
DEV-f3f456e97b82,18.510484,73.90899,2026-09-08 00:17:16
DEV-8e8c37ba63f1,18.509132,73.822354,2026-09-08 00:17:31
DEV-cbd790f40d8a,18.471855,73.934931,2026-09-08 00:17:50
DEV-12e459daa4fe,18.596669,73.860964,2026-09-08 00:17:51
DEV-385171daf41c,18.478253,73.764479,2026-09-08 00:17:53
DEV-cccfad1ca15b,18.506627,73.755011,2026-09-08 00:18:02
DEV-9ac345f5da96,18.590851,73.91695,2026-09-08 00:18:02
DEV-afd8b404f0e4,18.583519,73.971294,2026-09-08 00:18:03
DEV-c4f1b5fd37c1,18.597305,73.920862,2026-09-08 00:18:04
DEV-b79c646051c4,18.498781,73.909858,2026-09-08 00:18:14
DEV-6d52034434c4,18.528887,73.863706,2026-09-08 00:18:16
DEV-61213689c8f2,18.497255,73.933467,2026-09-08 00:18:21
DEV-0f833e80854e,18.54973,73.874268,2026-09-08 00:18:36
DEV-d460e447c5b0,18.618983,73.896805,2026-09-08 00:18:39
DEV-3fa18b92e770,18.461159,73.899668,2026-09-08 00:18:46
DEV-33b2bb5c4d34,18.61953,73.76423,2026-09-08 00:18:47
DEV-28d2803badd0,18.539856,73.866064,2026-09-08 00:18:48
DEV-8b01b737868e,18.477393,73.92939,2026-09-08 00:18:55
DEV-e789943b9ff4,18.52896,73.771457,2026-09-08 00:18:59
DEV-2bbc92919aad,18.594223,73.798565,2026-09-08 00:19:11
DEV-6a74cb3e12b4,18.543931,73.951263,2026-09-08 00:19:13
DEV-20dfad5f5661,18.521562,73.903865,2026-09-08 00:19:18
DEV-94536306d29d,18.454587,73.964791,2026-09-08 00:19:18
DEV-7ca7547ea42e,18.464172,73.815045,2026-09-08 00:19:23
DEV-4420202d0231,18.460436,73.93655,2026-09-08 00:19:36
DEV-b439bb007779,18.476296,73.74254,2026-09-08 00:19:43
DEV-0e780171d415,18.581447,73.973881,2026-09-08 00:19:45
DEV-011e308f9288,18.602769,73.792455,2026-09-08 00:19:51
DEV-1b7ee80dd36f,18.547233,73.975933,2026-09-08 00:20:01
DEV-31bba2149b31,18.582425,73.839501,2026-09-08 00:20:05
DEV-4c79a57e402d,18.483247,73.758057,2026-09-08 00:20:10
DEV-6ab089177062,18.530939,73.906736,2026-09-08 00:20:22
DEV-826ba14855ac,18.568812,73.786192,2026-09-08 00:20:32
DEV-656537ef5ba0,18.571224,73.915032,2026-09-08 00:20:39
DEV-46eacb0e3612,18.613687,73.764587,2026-09-08 00:20:48
DEV-80a8fe7ad8e5,18.533734,73.824618,2026-09-08 00:21:06
DEV-4d4076bdb657,18.520721,73.961409,2026-09-08 00:21:07
DEV-61479395d83a,18.576646,73.830096,2026-09-08 00:21:08
DEV-a13cffb9e10a,18.526563,73.874886,2026-09-08 00:21:16
DEV-bf1e05ab0874,18.48407,73.754884,2026-09-08 00:21:16
DEV-57a317baf1b0,18.459728,73.79538,2026-09-08 00:21:23
DEV-8b92a10a6fa4,18.612684,73.918722,2026-09-08 00:21:24
DEV-031371e7578c,18.605356,73.94764,2026-09-08 00:21:32
DEV-c067b182d1c3,18.617026,73.836371,2026-09-08 00:21:33
DEV-7fd71e09870a,18.454216,73.78855,2026-09-08 00:21:34
DEV-4a392f8cca50,18.584311,73.86407,2026-09-08 00:21:39
DEV-36b62c27060c,18.510987,73.958602,2026-09-08 00:21:41
DEV-d66e7f1adea1,18.49843,73.765582,2026-09-08 00:21:43
DEV-bca134ed674b,18.536939,73.865246,2026-09-08 00:22:00
DEV-cec7af10ab20,18.589169,73.78354,2026-09-08 00:22:00
DEV-1575b73859a4,18.534426,73.842857,2026-09-08 00:22:03
DEV-ae3a1e705f53,18.516816,73.862214,2026-09-08 00:22:08
DEV-a78710570d2e,18.606164,73.898056,2026-09-08 00:22:18
DEV-389454d08d59,18.588826,73.839226,2026-09-08 00:22:25
DEV-af459d1e185d,18.610882,73.899945,2026-09-08 00:22:30
DEV-249b1299282d,18.486368,73.863679,2026-09-08 00:22:33
DEV-c03ff1943543,18.578522,73.748112,2026-09-08 00:22:35
DEV-461961fe243b,18.516348,73.807815,2026-09-08 00:22:40
DEV-d6480c87ea3e,18.455945,73.754844,2026-09-08 00:22:43
DEV-50c310518bd1,18.503567,73.95183,2026-09-08 00:22:44
DEV-184e7356a7e2,18.532998,73.905779,2026-09-08 00:22:46
DEV-0659252d2feb,18.537295,73.773955,2026-09-08 00:22:47
DEV-799b5e57686d,18.581437,73.94507,2026-09-08 00:22:55
DEV-c54c1a0c2c8c,18.586348,73.960434,2026-09-08 00:22:57
DEV-597f6bd241d6,18.601283,73.74,2026-09-08 00:23:14
DEV-367444d340a1,18.603763,73.925209,2026-09-08 00:23:16
DEV-160e4a7ac036,18.573489,73.965796,2026-09-08 00:23:36
DEV-cd46a72274c1,18.543347,73.804635,2026-09-08 00:23:44
DEV-5e438c714f77,18.572756,73.930415,2026-09-08 00:23:50
DEV-6626e5a925b6,18.482564,73.928803,2026-09-08 00:23:50
DEV-7e76fd24713b,18.581661,73.83026,2026-09-08 00:23:53
DEV-7dd41b64eba6,18.576864,73.751725,2026-09-08 00:23:57
DEV-8faa3ab0d48e,18.515743,73.93945,2026-09-08 00:24:12
DEV-c0b2028332d1,18.616633,73.861104,2026-09-08 00:24:25
DEV-79f1758254f9,18.563743,73.908038,2026-09-08 00:24:26
DEV-73dec9f65f8b,18.509557,73.827902,2026-09-08 00:24:26
DEV-331af3de5459,18.527689,73.878142,2026-09-08 00:24:32
DEV-b0cbe9446673,18.60495,73.863009,2026-09-08 00:24:42
DEV-9acaa9b3ad65,18.544803,73.812042,2026-09-08 00:24:48
DEV-23d4e293260b,18.466819,73.782258,2026-09-08 00:25:05
DEV-01c20a155cec,18.47724,73.928363,2026-09-08 00:25:18
DEV-704afc3e5a1e,18.506415,73.829718,2026-09-08 00:25:20
DEV-bc8da503aa59,18.484857,73.832739,2026-09-08 00:25:29
DEV-4f8af1c9bc30,18.521179,73.768135,2026-09-08 00:25:36
DEV-c638f3c452c4,18.558914,73.76363,2026-09-08 00:25:37
DEV-ac478dcf2496,18.516756,73.912592,2026-09-08 00:25:38
DEV-33d10b9fb878,18.535225,73.802742,2026-09-08 00:25:40
DEV-0f3d4875cbb1,18.501326,73.789146,2026-09-08 00:25:41
DEV-301cca141c3f,18.598411,73.793821,2026-09-08 00:25:53
DEV-d6506ccc41ce,18.607403,73.832525,2026-09-08 00:25:54
DEV-0cd4e64bdee2,18.570062,73.843725,2026-09-08 00:25:57
DEV-49313e75b7cb,18.582104,73.768949,2026-09-08 00:25:58
DEV-130c18dc669f,18.452208,73.944466,2026-09-08 00:26:08
DEV-52632678a3aa,18.606072,73.81547,2026-09-08 00:26:21
DEV-b15a12a752c1,18.468857,73.742776,2026-09-08 00:26:23
DEV-de5dfe3a5949,18.604639,73.911896,2026-09-08 00:26:26
DEV-81c19fa7de87,18.557818,73.888977,2026-09-08 00:26:32
DEV-7398a80c6bf9,18.530618,73.762461,2026-09-08 00:26:50
DEV-2fd0c12bb9e8,18.568228,73.759919,2026-09-08 00:27:04
DEV-bf1e05ab0874,18.479792,73.75583,2026-09-08 00:27:15
DEV-0cf859c3f95e,18.56021,73.815863,2026-09-08 00:27:17
DEV-ee883aa00af9,18.590909,73.82515,2026-09-08 00:27:18
DEV-4a392f8cca50,18.58331,73.86139,2026-09-08 00:27:19
DEV-e9d9b1a01213,18.524617,73.860372,2026-09-08 00:27:35
DEV-1b7ee80dd36f,18.543828,73.979301,2026-09-08 00:27:36
DEV-1f26cc53570a,18.455453,73.783879,2026-09-08 00:27:36
DEV-324aafce0e0f,18.62,73.946602,2026-09-08 00:27:44
DEV-c7afacb1eba5,18.48126,73.907936,2026-09-08 00:27:44
DEV-0c2b0260b357,18.537117,73.880867,2026-09-08 00:27:46
DEV-5f758e71c4f9,18.478385,73.897275,2026-09-08 00:27:46
DEV-b37e230691c9,18.608818,73.764718,2026-09-08 00:28:04
DEV-10ed9eb6dd2f,18.510785,73.827405,2026-09-08 00:28:18
DEV-e20d8e9e0b79,18.580567,73.842617,2026-09-08 00:28:19
DEV-cb8fc642fa1f,18.461855,73.973253,2026-09-08 00:28:19
DEV-10ed9eb6dd2f,18.509529,73.827123,2026-09-08 00:28:24
DEV-9e937d54ce64,18.574518,73.93603,2026-09-08 00:28:26
DEV-a6ad26d57d3d,18.533841,73.832309,2026-09-08 00:28:30
DEV-15d045d1c562,18.559529,73.767401,2026-09-08 00:28:36
DEV-3201085f6801,18.536091,73.771032,2026-09-08 00:28:44
DEV-bbd99456bd34,18.464198,73.873905,2026-09-08 00:28:58
DEV-1aec87f93f5d,18.543955,73.778561,2026-09-08 00:29:05
DEV-a0a8ec836f68,18.514525,73.910878,2026-09-08 00:29:08
DEV-ff5c010f3fd1,18.508982,73.943117,2026-09-08 00:29:09
DEV-f4ea16c786d3,18.583707,73.916571,2026-09-08 00:29:11
DEV-62fb1e457b82,18.516155,73.975447,2026-09-08 00:29:27
DEV-076e7a4e2b90,18.587177,73.955868,2026-09-08 00:29:29
DEV-ac0c40a61f6b,18.526295,73.871607,2026-09-08 00:29:32
DEV-c27071f94afe,18.619861,73.743387,2026-09-08 00:29:34
DEV-9b118870bd09,18.514513,73.904133,2026-09-08 00:29:43
DEV-4ae5845861ae,18.62,73.816521,2026-09-08 00:29:44
DEV-d32d1871c284,18.454734,73.812996,2026-09-08 00:29:47
DEV-a2dce8864896,18.574621,73.751054,2026-09-08 00:29:52
DEV-fad0da4fd4b8,18.607233,73.880289,2026-09-08 00:29:56
DEV-1f2847c6c43e,18.541406,73.866919,2026-09-08 00:29:57
DEV-c3dacd87b444,18.458245,73.964139,2026-09-08 00:29:57
DEV-86eccb5be991,18.599004,73.863679,2026-09-08 00:30:01
DEV-d6e744ac3be8,18.57144,73.923523,2026-09-08 00:30:05
DEV-7f5e7bcf16c3,18.589903,73.948284,2026-09-08 00:30:11
DEV-1871cc56f307,18.557632,73.77591,2026-09-08 00:30:15
DEV-95b3ffd9e0b9,18.570235,73.970665,2026-09-08 00:30:26
DEV-79d6a3a94fb3,18.582617,73.832897,2026-09-08 00:30:33
DEV-7e13e20e1047,18.606248,73.76466,2026-09-08 00:30:36
DEV-55901e6ff8cb,18.508608,73.978909,2026-09-08 00:30:40
DEV-5541870bbe0c,18.555687,73.84001,2026-09-08 00:30:42
DEV-6ea9419d772d,18.499431,73.946786,2026-09-08 00:30:55
DEV-73776ef1fafa,18.55055,73.797572,2026-09-08 00:30:57
DEV-fe61065cc7d2,18.495352,73.847048,2026-09-08 00:30:58
DEV-11c235faf1e4,18.602462,73.801648,2026-09-08 00:31:13
DEV-2e250b174ca1,18.523256,73.924244,2026-09-08 00:31:21
DEV-dfe238622f7d,18.500451,73.756925,2026-09-08 00:31:31
DEV-7cfd7621a7c5,18.504412,73.969445,2026-09-08 00:31:31
DEV-f0a4f64c45a4,18.558843,73.953129,2026-09-08 00:31:49
DEV-45716c059479,18.472875,73.92071,2026-09-08 00:32:01
DEV-0aab0d68d256,18.483261,73.812618,2026-09-08 00:32:09
DEV-6192e9fc588a,18.596027,73.967536,2026-09-08 00:32:14
DEV-cc9508e64ade,18.560179,73.813661,2026-09-08 00:32:14
DEV-0abb33f819b0,18.554105,73.878349,2026-09-08 00:32:19
DEV-485b6b182615,18.585029,73.76099,2026-09-08 00:32:23
DEV-cf41e0349adf,18.582409,73.810866,2026-09-08 00:32:28
DEV-e3740a807d69,18.497799,73.957004,2026-09-08 00:32:42
DEV-97e442f740be,18.615167,73.894164,2026-09-08 00:32:50
DEV-e76aa1c2e39c,18.55718,73.887662,2026-09-08 00:32:53
DEV-4f52125c349e,18.4779,73.966802,2026-09-08 00:33:00
DEV-d2c17b37bb22,18.559426,73.801049,2026-09-08 00:33:01
DEV-3e49762103ff,18.462431,73.965039,2026-09-08 00:33:04
DEV-a7dfac512400,18.617121,73.953283,2026-09-08 00:33:04
DEV-590f5bfa03ed,18.491171,73.933606,2026-09-08 00:33:11
DEV-7be27fa69034,18.593592,73.913813,2026-09-08 00:33:12
DEV-517cd62860c4,18.49899,73.897815,2026-09-08 00:33:16
DEV-ebbc8553523a,18.498028,73.772957,2026-09-08 00:33:18
DEV-07081dc3938b,18.580547,73.917491,2026-09-08 00:33:27
DEV-98fd1200ffd3,18.45462,73.819842,2026-09-08 00:33:30
DEV-0f9c732596ba,18.466466,73.762651,2026-09-08 00:33:31
DEV-516654a31ae9,18.514111,73.878636,2026-09-08 00:33:32
DEV-ed470f3f8d42,18.61174,73.957081,2026-09-08 00:33:35
DEV-881b833e7d7f,18.582959,73.82524,2026-09-08 00:33:38
DEV-525ff253bf4b,18.602602,73.893599,2026-09-08 00:33:40
DEV-5fcbcfe0b2ad,18.528287,73.93823,2026-09-08 00:33:46
DEV-06956e499571,18.452838,73.802756,2026-09-08 00:34:07
DEV-d4e2ab4feb3e,18.497294,73.831683,2026-09-08 00:34:10
DEV-02b3a174cb87,18.546579,73.74,2026-09-08 00:34:15
DEV-d91e4d06ac94,18.515299,73.936632,2026-09-08 00:34:16
DEV-5fa46387e97d,18.526207,73.758779,2026-09-08 00:34:18
DEV-3bd274755e85,18.47469,73.786915,2026-09-08 00:34:24
DEV-aee081bbd927,18.498787,73.876977,2026-09-08 00:34:29
DEV-c4cc9541909d,18.58396,73.864059,2026-09-08 00:34:33
DEV-0f67a12ba124,18.58041,73.779089,2026-09-08 00:34:38
DEV-1966f537a68a,18.612672,73.960011,2026-09-08 00:34:39
DEV-4beb78e79128,18.535627,73.806744,2026-09-08 00:34:39
DEV-aa78dae5256b,18.594112,73.879694,2026-09-08 00:34:40
DEV-9e55f48773a6,18.468145,73.934275,2026-09-08 00:34:43
DEV-aa5f61fcd8e5,18.486407,73.787031,2026-09-08 00:34:56
DEV-c1f0fbd81603,18.596506,73.91886,2026-09-08 00:35:02
DEV-4c66c0819e5a,18.537908,73.931654,2026-09-08 00:35:15
DEV-c933e3d61262,18.602449,73.833512,2026-09-08 00:35:26
DEV-22f9282fc887,18.576298,73.889459,2026-09-08 00:35:33
